"Title","UKProdTO: 10.5 - Manufacture of dairy products EXPORT (£m)","UKProdTO: 10.5 - Manufacture of dairy products HOME (£m)","UKProdTO: 31 - Manufacture of Furniture TOTAL (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats EXPORT (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products HOME (£m)","UKProdTO: 32 - Other manufactured goods TOTAL (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products TOTAL (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds EXPORT (£m)","UKProdTO: 10.5 - Manufacture of dairy products TOTAL (£m)","UKProdTO: 32 - Other manufactured goods EXPORT (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products EXPORT (£m)","UKProdTO: 32 - Other manufactured goods HOME (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats TOTAL (£m)","UKProdTO: 10.8 - Manufacture of other food products TOTAL (£m)","UKProdTO: 10.8 - Manufacture of other food products EXPORT (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds HOME (£m)","UKProdTO: 10.8 - Manufacture of other food products HOME (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds TOTAL (£m)","UKProdTO: 11.07 - Mfr soft drinks: prodn mineral/other bottled water EXPORT (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment HOME (£m)","UKProdTO: 11.07 - Manuf soft drinks: prodn mineral/other bottled water HOME (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment EXPORT (£m)","UKProdTO: 11.07 - Mfr soft drinks: prodn mineral/other bottled water TOTAL (£m)","GBServTO: 68.3 - Real estate activities on a fee or contract basis TOTAL (£m)","GBServTO: 69.1 - Legal activities TOTAL (£m)","GBServTO: 63 - Information services TOTAL (£m)","GBServTO: 71 - Architcture/engineerng serv; technical testng/analysis TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment TOTAL (£m)","GBServTO: 73 - Advertising & market research services TOTAL (£m)","GBServTO: 80 - Security & investigation services TOTAL (£m)","GBServTO: 69.2 - Accountng bookkeepng auditing activ: tax consultancy TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment EXPORT (£m)","GBServTO: 70.2 - Management consulting services TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment HOME (£m)","GBServTO: 74 - Other professional, scientific and technical services TOTAL (£m","UKProdTO: 31 - Manufacture of Furniture EXPORT (£m)","GBServTO: 78 - Employment services TOTAL (£m)","UKProdTO: 31 - Manufacture of Furniture HOME (£m)","GBServTO: 81.2 - Cleaning activities TOTAL (£m)","GBServTO: 82 - Office admin, office support & other business support TOTAL (£m","GBServTO: 79 - Travel agency, tour operator/oth reservation services TOTAL (£m","UKManufTO: 10-33 - UK Manufacturing TOTAL (£m)","GBServTO: 45-96 - GB Services TOTAL (£m)","UKProdTO: 10.1 - Processing/preserving meat, prodn of meat products EXPORT (£m","UKProdTO: 10.1 - Processing/preserving of meat, prodn of meat products HOME (£","UKProdTO: 07-08 - Other mining & quarrying TOTAL (£m)","UKProdTO: 10.1 - Processing/preserving meat, prodn of meat products TOTAL (£m)","UKProdTO: 10.2-3 - Prcessin/preserv fish crustacean mollusc fruit veg TOTAL (£m)","UKProdTO: 10.2-3 - Process/preserv fish crustacean mollusc fruit veg EXPORT (£m)","UKProdTO: 10.2-3 - Prcessng/preserv fish crustacean mollusc fruit veg HOME (£m)","UKProdTO: 18 - Printing & reproduction of recorded media HOME (£m)","UKProdTO: 20.4 - Manuf soap/detergents, cleaning/polishing, perfume TOTAL (£m)","UKProdTO: 18 - Printing & reproduction of recorded media TOTAL (£m)","UKProdTO: 20.5 - Manufacture of other chemical products EXPORT (£m)","UKProdTO: 18 - Printing & reproduction of recorded media EXPORT (£m)","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers EXPORT (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats TOTAL (£m)","UKProdTO: 20.3 - Mfr paint varnish & similar, printing ink & mastics EXPORT (£","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers HOME (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft EXPORT (£m)","UKProdTO: 20.5 - Manufacture of other chemical products HOME (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats EXPORT (£m)","UKProdTO: 20.5 - Manufacture of other chemical products TOTAL (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats HOME (£m)","UKProdTO: 20.4 - Manuf soap/detergents, cleaning/polishing, perfume EXPORT (£m","UKProdTO: 20.4 - Manuf of soap/detergents, cleaning/polishing, perfume HOME (£","UKProdTO: 20.3 - Manuf paint varnish & similar, printing ink & mastics HOME (£","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers TOTAL (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft HOME (£m)","UKProdTO: 20.3 - Mfr paint varnish & similar, printing ink & mastics TOTAL (£m","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals EXPORT (£m)","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals TOTAL (£m)","GBServTO: 85.32-60 - Techncal/vocational/secndry/higher/oth education TOTAL (£m)","UKProdTO: 20B - Manufacture of petrochemicals EXPORT (£m)","GBServTO: 53 - Postal and courier services TOTAL (£m)","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals HOME (£m)","UKProdTO: 20B - Manufacture of petrochemicals HOME (£m)","UKProdTO: 20B - Manufacture of petrochemicals TOTAL (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations HOME (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations TOTAL (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations EXPORT (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products TOTAL (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products EXPORT (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products HOME (£m)","UKProdTO: 13 - Manufacture of textiles EXPORT (£m)","UKProdTO: 14 - Manufacture of wearing apparel HOME (£m)","UKProdTO: 14 - Manufacture of wearing apparel TOTAL (£m)","UKProdTO: 13 - Manufacture of textiles HOME (£m)","GBServTO: 77 - Rental & leasing services TOTAL (£m)","UKProdTO: 13 - Manufacture of textiles TOTAL (£m)","UKProdTO: 14 - Manufacture of wearing apparel EXPORT (£m)","UKProdTO: 15 - Manufacture of Leather and related products TOTAL (£m)","UKProdTO: 29 - Manuf of Motor vehicles, trailers & semi trailers EXPORT (£m)","UKProdTO: 29 - Manufacture of Motor vehicles, trailers & semi trailers HOME (£","UKProdTO: 15 - Manufacture of Leather and related products EXPORT (£m)","UKProdTO: 15 - Manufacture of Leather and related products HOME (£m)","UKProdTO: 29 - Manuf of Motor vehicles, trailers & semi trailers TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. frniture; articles of straw EXPORT (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. furniture; articles of straw HOME (£m)","GBServTO: 75 - Veterinary activities TOTAL (£m)","GBServTO: 72 - Scientific research & development services TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. furniture; articles of straw TOTAL (£m)","UKProdTO: 17 - Manufacture of Paper & paper products TOTAL (£m)","UKProdTO: 17 - Manufacture of Paper & paper products EXPORT (£m)","UKProdTO: 17 - Manufacture of Paper & paper products HOME (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance TOTAL (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition HOME (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition TOTAL (£m)","UKProdTO: 30.1 - Building of ships and boats EXPORT (£m)","UKProdTO: 37 - Sewerage services; sewage sludge TOTAL (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition EXPORT (£m)","UKProdTO: 30.1 - Building of ships and boats HOME (£m)","UKProdTO: 30.1 - Building of ships and boats TOTAL (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. EXPORT (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. HOME (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. TOTAL (£m)","GBServTO: 86 - Human health services TOTAL (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cement/plast HOME (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cement/plast TOTAL (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft TOTAL (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cment/plast EXPORT (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods EXPORT (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance EXPORT (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods HOME (£m)","UKProdTO: 38-39 - Waste cllectn/disposal, Remediation, oth waste mgmt TOTAL (£","GBServTO: 90 - Creative, arts and entertainment services TOTAL (£m)","GBServTO: 91 - Library, archive, museum and other cultural services TOTAL (£m)","GBServTO: 95 - Repair servs of computers/personal & household goods TOTAL (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods TOTAL (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting EXPORT (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting HOME (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products TOTAL (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting TOTAL (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance HOME (£m)","GBServTO: 46 - Wholesale trade serv, except mtr vehicles/motorcycles TOTAL (£m","GBServTO: 52 - Warehousing and support services for transportation TOTAL (£m)","UKProdTO: 11.01-06+12 - Manufacture of alcoholic beverages and tobacco HOME (£m)","GBServTO: 56 - Food & beverage serving services TOTAL (£m)","GBServTO: 55 - Accommodation services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill products, starches & starch products HOME (£","GBServTO: 49.3-5 - Land trnsprt/trnsprt via pipeline excl. rail trans TOTAL (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats HOME (£m)","GBServTO: 58 - Publishing services TOTAL (£m)","GBServTO: 59 - Motion pic, vid/tv prod; sound recrdin/music publshing TOTAL (£","UKProdTO: 11.01-06+12 - Manuf of alcoholic beverages and tobacco EXPORT (£m)","UKProdTO: 11.01-06+12 - Manuf of alcoholic beverages and tobacco TOTAL (£m)","GBServTO: 60 - Programming & broadcasting services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill prods, starches & starch products EXPORT (£m","GBServTO: 61 - Telecommunications services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill prods, starches & starch products TOTAL (£m)","GBServTO: 62 - Computer programming, consultancy & related services TOTAL (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapons/ammuntion HOME (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapons/ammuntion TOTAL (£m)","GBServTO: 93 - Sporting services and amusement & recreation services TOTAL (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapns/ammuntion EXPORT (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products EXPORT (£m)","GBServTO: 96.01-03 - Other personal serv excl. phys wellbeing/other TOTAL (£m)","UKProdTO: 30.3 - Manuf of Air & spacecraft and related machinery EXPORT (£m)","UKProdTO: 30.3 - Manufacture of Air & spacecraft and related machinery HOME (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products HOME (£m)","UKProdTO: 30.3 - Manuf of Air & spacecraft and related machinery TOTAL (£m)","GBServTO: 45 - Wholesale/retail trade; repair mtr vehicles/mtorcycles TOTAL (£m)"
"2010 JAN","27.5","548.6","497.7","0.0","576.8","608.6","593.9","41.1","576.1","156.7","17.1","451.9","0.0","1387.4","116.4","423.6","1271.0","464.7","5.3","574.8","284.6","287.9","289.9","0.0","2051.3","765.0","3039.2","122.9","1635.3","549.8","1609.8","28.4","2889.8","94.5","812.1","27.9","2293.3","469.8","567.4","2445.4","1462.0","30068.8","124846.8","90.5","1059.7","220.5","1150.2","566.6","77.7","488.9","796.3","320.4","886.9","267.4","90.6","87.2","26.0","96.1","246.3","114.9","158.3","1.4","425.7","24.6","67.9","252.5","185.3","333.5","139.7","281.4","115.2","173.3","3453.3","899.8","0.0","58.1","794.5","1694.3","616.1","1534.5","918.4","1420.6","309.2","1111.4","79.9","171.7","194.8","278.4","1514.1","358.3","23.1","54.5","1314.2","1913.9","25.9","28.6","3228.1","17.2","862.7","395.1","0.0","1088.5","412.3","799.2","128.0","671.2","583.4","131.3","144.6","49.2","133.2","13.3","175.5","224.7","965.4","1206.8","2172.2","0.0","352.3","365.9","254.6","13.6","101.2","144.1","342.3","1159.8","487.6","0.0","238.4","443.5","179.4","519.4","1463.1","698.8","439.3","65299.8","3194.7","1111.0","3613.6","1038.6","0.0","2652.1","0.0","1318.5","986.2","188.0","1299.0","689.0","0.0","5216.0","0.0","4191.9","1556.2","1889.8","0.0","333.6","718.2","424.8","747.8","516.9","744.9","1264.7","9319.3"
"2010 FEB","32.9","553.8","543.6","0.0","608.5","672.2","629.7","39.4","586.7","173.2","21.2","499.0","0.0","1442.6","123.4","392.9","1319.2","432.3","3.8","672.0","283.6","310.0","287.4","0.0","1899.0","719.4","3160.3","141.2","1772.1","533.6","1599.6","41.7","2734.3","99.5","905.5","30.3","2379.4","513.3","557.5","2415.8","1670.0","32609.2","114865.0","73.5","1026.5","298.4","1100.0","563.7","76.0","487.7","804.2","334.7","908.2","257.7","104.0","101.6","24.4","95.7","297.4","166.0","164.4","1.9","422.1","22.5","78.9","255.8","216.9","399.0","157.4","312.6","110.8","163.5","3172.7","894.0","0.0","52.7","790.8","1684.8","534.1","1452.9","918.8","1534.5","316.4","1218.1","110.5","210.0","235.5","303.4","1596.0","413.9","25.5","59.8","1377.8","2209.0","30.7","29.1","3586.8","17.3","982.0","487.0","0.0","1287.7","504.3","815.8","148.2","667.6","662.7","133.0","146.5","55.4","143.5","13.5","239.0","294.4","1127.0","1284.1","2411.1","0.0","517.0","533.3","323.4","16.3","112.8","166.6","384.7","1265.1","494.9","0.0","241.1","497.5","179.1","534.7","1640.4","713.8","496.1","54592.8","3293.9","1326.3","3775.6","1212.9","0.0","2745.2","0.0","1332.4","1012.2","268.3","1594.6","682.9","0.0","5218.5","0.0","4553.2","1695.6","2081.7","0.0","386.1","832.5","444.3","752.4","723.2","807.9","1475.6","8862.2"
"2010 MAR","45.1","637.6","642.9","0.0","717.5","848.8","740.9","77.6","682.7","218.6","23.4","630.2","0.0","1691.3","133.3","530.9","1558.0","608.5","4.2","805.7","323.3","410.5","327.5","0.0","2257.1","844.9","3832.8","212.1","2325.4","614.0","1869.8","50.5","3336.8","161.6","1063.2","30.1","2887.8","612.8","607.6","2907.6","1814.9","40894.8","143119.5","79.7","1204.2","381.7","1283.9","774.9","75.3","699.6","988.9","387.3","1112.1","319.4","123.2","97.8","34.4","101.8","352.4","202.0","190.2","3.6","509.6","30.8","85.7","301.6","251.7","450.2","170.6","353.5","137.9","238.2","3523.6","1143.4","0.0","100.3","890.9","2034.3","618.1","1791.9","1173.8","1879.3","393.9","1485.4","135.0","205.1","233.6","352.4","1774.6","487.4","28.5","69.2","1887.4","2789.8","38.6","30.6","4677.2","24.1","1216.2","635.9","0.0","1768.4","660.0","932.4","147.9","784.5","835.8","215.9","231.8","87.4","165.2","15.9","326.1","413.5","1518.4","1620.8","3139.2","0.0","678.5","699.8","372.6","21.3","136.8","186.1","469.6","1496.0","606.2","0.0","283.0","606.4","217.2","628.0","2061.2","845.2","649.7","66706.7","3847.8","1963.2","4324.9","1390.6","0.0","3209.9","0.0","1646.0","1222.5","269.8","2233.0","779.9","0.0","5633.3","0.0","5867.2","2059.2","2524.8","0.0","465.6","1013.8","504.3","1095.6","955.6","1047.4","2051.2","15668.7"
"2010 APR","49.0","649.5","574.5","0.0","678.2","715.9","701.1","64.1","698.5","185.4","22.9","530.5","0.0","1416.9","129.2","492.3","1287.7","556.4","6.3","669.0","350.2","344.2","356.5","0.0","2466.9","746.7","3517.5","199.9","1972.7","583.3","1410.5","56.4","2381.1","143.5","957.2","33.0","2503.9","541.5","577.2","2878.8","1363.5","35285.1","124614.4","78.4","1134.3","327.8","1212.7","771.2","71.3","699.9","851.3","349.4","955.5","241.8","104.2","114.8","31.0","119.1","365.3","106.6","171.9","2.8","413.7","28.2","85.6","263.8","216.8","480.1","102.8","335.9","103.6","198.7","3757.9","1048.8","0.0","95.1","849.4","1898.2","586.8","1494.5","907.7","1672.9","359.6","1313.3","127.7","181.7","206.6","314.7","1638.7","442.4","24.9","60.8","1511.6","2056.0","35.3","25.5","3567.6","20.5","1013.2","578.1","0.0","1386.7","598.6","866.6","146.0","720.6","698.7","160.6","182.6","126.3","156.1","22.0","275.0","401.3","1309.7","1390.7","2700.4","0.0","617.8","638.9","209.4","21.1","127.2","180.1","422.7","1569.3","530.4","0.0","236.3","549.9","212.3","551.5","1674.3","763.8","518.6","58648.8","3663.0","1515.5","4394.0","1473.5","0.0","2813.9","0.0","1451.6","1124.1","272.2","1787.7","766.5","0.0","5274.4","0.0","4724.9","1861.5","2261.5","0.0","400.0","816.0","475.2","847.3","780.0","858.3","1627.3","10895.2"
"2010 MAY","48.0","621.2","541.7","0.0","669.9","724.9","696.6","62.3","669.2","208.6","26.7","516.3","0.0","1399.5","118.8","393.5","1280.7","455.8","5.9","647.2","345.4","422.6","351.3","0.0","1712.1","736.9","3387.1","180.3","1959.8","584.6","1399.7","49.8","2360.6","130.5","1001.7","25.5","2628.8","516.2","582.8","2735.5","1843.4","35019.1","120884.7","74.9","1086.3","308.9","1161.2","733.4","68.3","665.1","812.1","367.9","912.7","222.4","100.6","112.4","36.1","120.0","272.7","159.5","189.6","3.9","412.0","32.2","82.3","285.6","203.6","385.1","102.4","323.6","98.2","180.7","3605.7","917.4","0.0","82.5","821.7","1739.1","524.4","1403.2","878.8","1576.6","308.7","1267.9","125.6","191.0","216.3","328.0","1733.9","453.6","25.3","63.1","1599.0","2119.1","36.3","26.8","3718.1","16.2","1069.8","568.8","0.0","1362.7","585.0","882.2","157.2","725.0","795.0","161.7","171.9","158.8","150.1","10.2","214.2","373.0","1294.3","1384.5","2678.8","0.0","614.3","636.6","261.9","22.3","115.3","205.5","416.6","1435.9","535.2","0.0","236.5","531.9","205.1","531.0","1661.7","736.1","589.5","55403.2","3690.6","1698.3","4411.1","1571.8","0.0","2771.4","0.0","1461.1","1030.3","263.4","1961.7","885.9","0.0","5463.1","0.0","4810.5","1803.0","2287.2","0.0","484.2","814.9","470.5","968.3","716.0","846.8","1684.3","10508.2"
"2010 JUN","46.4","629.3","564.0","0.0","678.0","774.7","708.9","32.6","675.7","209.1","30.9","565.6","0.0","1524.0","139.3","420.4","1384.7","453.0","6.4","728.8","368.3","430.4","374.7","0.0","2121.7","796.5","3664.4","207.8","2005.0","605.6","1682.4","69.9","2637.0","137.9","1162.1","28.4","2856.3","535.6","589.7","3017.9","2040.7","39097.7","131073.3","88.1","1126.9","314.7","1215.0","787.2","62.7","724.5","914.6","392.6","1006.6","254.7","92.0","111.6","33.7","114.1","250.1","182.4","205.0","4.7","459.7","29.0","92.1","300.5","235.2","361.7","109.2","349.3","117.0","202.8","3095.7","1024.1","0.0","85.8","872.1","1896.2","614.0","1548.8","934.8","1765.0","385.5","1379.5","137.3","203.9","234.7","343.7","1824.1","481.0","30.8","64.4","1903.2","2238.6","36.8","27.6","4141.8","20.6","1159.2","642.3","0.0","1400.0","662.9","942.8","151.3","791.5","800.2","187.0","200.1","112.3","133.9","13.1","317.6","429.9","1533.4","1592.8","3126.2","0.0","640.6","663.9","291.6","23.3","127.4","194.4","466.2","1417.7","589.9","0.0","263.4","593.6","228.9","576.6","1871.5","805.5","605.8","61199.6","3925.8","2107.3","4369.7","1623.5","0.0","2975.2","0.0","1591.9","1144.7","316.9","2424.2","827.9","0.0","5526.6","0.0","5571.7","2034.1","2534.0","0.0","499.9","873.5","482.7","1212.0","1156.8","998.0","2368.8","11481.6"
"2010 JUL","38.3","617.1","570.9","0.0","762.6","763.8","804.6","35.2","655.4","198.3","42.0","565.5","0.0","1302.4","120.6","450.2","1181.8","485.4","7.4","725.3","362.4","439.4","369.8","1369.2","2237.5","855.4","3443.1","166.8","1732.8","597.4","1472.9","51.5","2336.4","115.3","1097.2","33.2","2691.6","537.7","588.2","2905.7","2317.9","36254.0","133275.2","79.3","1105.4","298.6","1184.7","701.7","46.9","654.8","848.2","342.0","935.8","247.7","87.6","134.5","35.9","112.2","287.5","120.9","196.1","5.2","443.8","30.7","90.8","251.2","226.8","422.0","87.7","339.0","107.6","174.1","3095.1","1126.2","0.0","66.5","895.3","2021.5","705.7","1599.3","893.6","1735.7","355.1","1380.6","126.2","243.1","289.7","357.9","1838.7","484.1","46.6","72.5","1632.6","1950.4","40.2","32.3","3583.0","14.3","1164.7","619.1","239.0","1268.7","633.4","936.3","148.7","787.6","741.8","284.8","302.6","74.6","139.0","17.8","221.4","296.0","1367.2","1524.4","2891.6","1691.2","654.5","675.7","208.6","21.2","117.5","171.5","460.7","1430.0","567.4","151.0","236.5","578.2","205.3","542.0","1640.9","747.3","570.3","61199.9","3963.0","1521.8","4698.0","1747.5","0.0","3029.6","0.0","1458.2","1045.9","302.9","1824.7","735.7","0.0","5355.6","0.0","4981.0","2021.8","2455.0","1301.9","433.2","765.3","497.1","948.3","725.0","875.6","1673.3","10528.9"
"2010 AUG","71.6","584.8","588.6","0.0","778.6","688.8","822.3","33.2","656.4","169.0","43.7","519.8","0.0","1396.5","136.7","488.4","1259.8","521.6","6.5","668.0","323.0","436.8","329.5","1270.4","1926.2","727.2","3294.5","164.6","1809.8","590.0","1344.4","35.4","2452.7","129.2","1097.6","29.9","2613.3","558.7","583.2","2774.5","2251.5","34326.8","126769.7","83.8","1100.7","281.2","1184.5","708.0","50.5","657.5","827.5","335.7","913.6","204.1","86.1","127.7","34.0","71.0","259.2","138.2","194.2","3.0","398.3","31.0","96.0","239.7","227.5","386.9","104.1","298.5","98.5","158.5","3352.3","1092.1","0.0","60.0","775.8","1867.9","620.6","1597.9","977.3","1672.0","352.6","1319.4","122.4","219.3","268.6","324.3","1756.4","446.7","49.3","69.3","1047.5","1709.9","37.4","31.9","2757.4","13.8","1104.8","612.1","198.0","1401.1","625.9","892.5","135.3","757.2","716.7","153.5","168.3","58.9","140.1","14.8","226.4","285.3","1244.4","1459.9","2704.3","1564.0","616.1","635.2","242.3","19.1","107.0","157.6","433.0","1425.6","506.4","168.0","229.7","540.0","209.5","511.6","1646.7","721.1","559.1","58357.7","3822.7","1647.9","4630.1","1666.1","0.0","2777.3","0.0","1381.4","1048.7","273.7","1921.7","818.6","0.0","5380.0","0.0","4856.5","1961.7","2393.9","1200.9","432.2","800.0","456.7","750.0","712.0","846.7","1462.0","8461.8"
"2010 SEP","63.7","617.7","643.8","0.0","839.0","756.5","889.6","40.1","681.4","202.6","50.6","553.9","0.0","1550.6","136.1","506.9","1414.5","547.0","7.2","715.0","302.6","486.9","309.8","1301.4","2167.7","771.5","3574.3","185.2","2007.6","623.5","1686.6","62.7","2695.1","122.5","1173.4","37.6","2728.1","606.2","600.5","3020.9","2097.0","39195.9","141453.4","80.0","1171.3","324.3","1251.3","762.0","84.0","678.0","927.2","362.0","1027.6","223.8","100.4","119.5","29.2","78.7","275.0","163.8","219.3","3.4","443.1","25.8","98.9","263.1","236.3","394.5","108.7","315.0","108.5","184.8","4294.2","1235.2","0.0","76.3","813.8","2049.0","689.8","1614.9","925.1","1766.1","410.7","1355.4","142.5","240.3","285.4","353.2","1803.3","495.7","45.1","72.4","1951.8","2534.1","37.0","35.4","4485.9","20.9","1201.9","616.3","197.0","1702.5","637.2","973.7","146.1","827.6","755.1","158.9","175.5","69.7","146.6","16.6","267.6","337.3","1572.4","1681.7","3254.1","1636.7","640.5","659.6","272.5","19.1","132.6","149.5","459.5","1426.3","569.7","135.5","252.5","592.1","250.7","642.4","1806.6","893.1","605.6","62225.2","3963.1","1775.6","4560.3","1672.8","0.0","3105.3","0.0","1796.4","1234.0","306.3","2081.9","814.8","0.0","5471.9","0.0","5780.4","2071.8","2593.7","1111.1","521.9","946.5","469.8","1076.3","782.5","860.1","1858.8","14209.3"
"2010 OCT","68.7","595.5","621.8","0.0","836.8","760.8","876.9","35.8","664.2","198.6","40.1","562.2","0.0","1517.5","130.8","498.2","1386.7","534.0","5.9","717.5","274.5","465.8","280.4","1276.8","2309.5","787.4","3453.3","171.7","2071.9","606.6","1556.8","45.1","2554.9","126.6","1184.6","31.1","2598.3","590.7","602.6","2960.9","1795.7","38283.2","134924.3","83.2","1168.9","310.8","1252.1","790.7","129.2","661.5","988.9","363.3","1118.3","212.3","129.4","139.4","36.4","69.9","282.2","113.1","192.0","3.0","404.3","33.4","102.9","260.4","218.3","421.6","116.9","288.2","102.0","168.3","4205.3","1067.9","0.0","66.3","754.5","1822.4","815.1","1605.6","790.5","1795.7","397.3","1398.4","131.8","251.8","295.0","317.6","1761.3","449.4","43.2","72.8","1972.7","2092.4","33.6","39.2","4065.1","21.6","1183.3","579.1","189.2","1299.8","600.7","953.3","142.2","811.1","775.7","158.4","178.8","69.8","133.1","20.4","260.6","330.4","1602.5","1630.2","3232.7","1604.0","616.3","627.2","230.0","10.9","133.4","145.5","465.7","1453.7","633.3","105.2","244.1","599.1","240.0","574.3","1715.5","814.3","630.2","61432.4","3883.0","1753.3","4552.0","1565.6","0.0","3046.5","0.0","1787.5","1103.3","307.5","2060.8","859.9","0.0","5553.6","0.0","5493.0","2065.7","2522.6","1175.3","456.9","874.7","473.5","1132.7","949.6","840.8","2082.3","10197.2"
"2010 NOV","68.5","629.4","647.6","0.0","896.4","789.7","943.3","33.5","697.9","213.9","46.9","575.8","0.0","1568.5","132.3","535.8","1436.2","569.3","4.4","785.4","300.0","491.4","304.4","1086.1","2245.8","693.5","3469.0","225.5","2214.0","599.9","1629.3","47.3","2619.0","178.2","1217.0","33.4","2659.4","614.2","595.3","3161.6","1297.4","40089.2","138999.0","86.5","1269.6","331.3","1356.1","737.5","75.7","661.8","974.3","381.7","1062.7","235.8","88.4","154.2","29.5","79.9","276.6","146.1","217.1","2.4","452.9","27.1","98.5","283.2","202.3","430.8","100.7","282.2","100.4","159.0","3503.5","1185.5","0.0","58.6","856.7","2042.2","662.8","1385.1","722.3","1866.0","421.3","1444.7","145.7","256.6","298.8","350.4","1761.5","496.1","42.2","84.0","2121.8","2297.9","39.4","44.6","4419.7","25.8","1276.8","596.6","185.7","1461.8","622.4","991.9","142.7","849.2","845.2","185.5","202.4","66.8","138.0","16.9","271.1","337.9","1663.5","1550.9","3214.4","1755.3","581.0","592.9","246.8","11.9","128.5","170.8","503.8","1503.3","693.3","90.3","262.9","632.3","257.5","601.6","1771.0","859.1","674.4","66086.8","3709.3","2001.9","4191.9","1351.0","0.0","3032.0","0.0","1771.4","1222.1","377.6","2379.5","975.7","0.0","5773.4","0.0","5660.4","2177.6","2645.2","1185.5","467.6","883.3","465.7","1144.3","1096.6","887.7","2240.9","10372.2"
