variable,value,dates.date,dates.freq
YBEU,2.5,1970-04-01,q
YBEX,2.5,1970-04-01,q
YBEZ,34.6,1970-04-01,q
YBFR,34.2,1970-04-01,q
YBFV,7.3,1970-04-01,q
YBGB,7.1,1970-04-01,q
YBHA,13803,1970-04-01,q
YBIL,13742,1970-04-01,q
YBIM,187329,1970-04-01,q
A8L9,3.5,1970-07-01,q
A8LA,13.8,1970-07-01,q
AAXW,237,1970-07-01,q
ABJQ,8396,1970-07-01,q
ABJR,100404,1970-07-01,q
ABMF,17071,1970-07-01,q
ABMG,210662,1970-07-01,q
ABMI,195099,1970-07-01,q
ABML,13038,1970-07-01,q
ABMM,172587,1970-07-01,q
ABMZ,14351,1970-07-01,q
ACCD,109,1970-07-01,q
AUYN,25858,1970-07-01,q
AVAB,3854,1970-07-01,q
BKTL,14190,1970-07-01,q
BOKG,1968,1970-07-01,q
BOKH,2078,1970-07-01,q
BOKI,-110,1970-07-01,q
BQKO,15041,1970-07-01,q
BQKQ,14425,1970-07-01,q
CAEQ,576,1970-07-01,q
CAER,2250,1970-07-01,q
CAEX,169,1970-07-01,q
CAFU,2639,1970-07-01,q
CAGQ,12996,1970-07-01,q
CAGR,172012,1970-07-01,q
CAGS,13079,1970-07-01,q
CGBV,7.6,1970-07-01,q
CGBX,1867,1970-07-01,q
CGBZ,2901,1970-07-01,q
CGCB,12594,1970-07-01,q
CGCE,34.6,1970-07-01,q
CMVL,1700,1970-07-01,q
CWNF,4.7,1970-07-01,q
CWNG,18.5,1970-07-01,q
CWNI,2.7,1970-07-01,q
CWNJ,14.3,1970-07-01,q
DJDS,-83,1970-07-01,q
DMUM,0,1970-07-01,q
DMUN,0,1970-07-01,q
DMUQ,0,1970-07-01,q
DTWL,7097,1970-07-01,q
DTWM,7826,1970-07-01,q
DTWP,729,1970-07-01,q
EBAQ,55706,1970-07-01,q
GDPQ,1.1,1970-07-01,q
GDPR,3,1970-07-01,q
GIXM,42,1970-07-01,q
GIXQ,-41,1970-07-01,q
GIXS,575,1970-07-01,q
HAYE,124,1970-07-01,q
HAYO,3510,1970-07-01,q
IHXT,256,1970-07-01,q
IHXW,3502,1970-07-01,q
IHYA,2.6,1970-07-01,q
IHYB,2.6,1970-07-01,q
IHYC,34.5,1970-07-01,q
IHYD,34.7,1970-07-01,q
IHYN,3.3,1970-07-01,q
IHYO,13.7,1970-07-01,q
IHYQ,1,1970-07-01,q
IHYR,3.2,1970-07-01,q
IHYT,2.3,1970-07-01,q
IHYU,10.1,1970-07-01,q
IKBB,901,1970-07-01,q
IKBC,782,1970-07-01,q
IKBD,119,1970-07-01,q
IKBE,12388,1970-07-01,q
IKBF,9364,1970-07-01,q
IKBH,2869,1970-07-01,q
IKBI,2860,1970-07-01,q
IKBJ,9,1970-07-01,q
IKBK,25341,1970-07-01,q
IKBL,23185,1970-07-01,q
IKBM,2156,1970-07-01,q
JJDH,6,1970-07-01,q
JJDS,9.9,1970-07-01,q
JJDZ,3.9,1970-07-01,q
JJG4,9.7,1970-07-01,q
KB7D,-5,1970-07-01,q
KB7E,0,1970-07-01,q
KB7F,-5,1970-07-01,q
KB7K,0,1970-07-01,q
KB7L,0,1970-07-01,q
KB7M,5,1970-07-01,q
KB7N,0,1970-07-01,q
KB7O,0,1970-07-01,q
KB7P,0,1970-07-01,q
KB7Q,5,1970-07-01,q
KB7R,-10,1970-07-01,q
KB7S,0,1970-07-01,q
KB7T,0,1970-07-01,q
KB7U,-1,1970-07-01,q
KB7V,-14,1970-07-01,q
KB7W,0,1970-07-01,q
KB7X,-15,1970-07-01,q
KB7Y,10,1970-07-01,q
KB7Z,0,1970-07-01,q
KB82,0,1970-07-01,q
KB8E,0,1970-07-01,q
KB8G,0,1970-07-01,q
KB8H,0,1970-07-01,q
KB8I,-0.1,1970-07-01,q
KB8J,0.1,1970-07-01,q
KB8K,0,1970-07-01,q
KB8L,0,1970-07-01,q
KB8M,0.1,1970-07-01,q
KB94,0,1970-07-01,q
KG6W,3,1970-07-01,q
KG76,21.4,1970-07-01,q
KG7Q,1.2,1970-07-01,q
KG7T,3,1970-07-01,q
KG9O,-2.5,1970-07-01,q
KG9P,-1.5,1970-07-01,q
KG9S,3.1,1970-07-01,q
KG9T,9.1,1970-07-01,q
KG9Z,-1.9,1970-07-01,q
KGA2,-4.5,1970-07-01,q
KGA4,4.9,1970-07-01,q
KGA5,-5,1970-07-01,q
KGI4,2.9,1970-07-01,q
KGI5,14.7,1970-07-01,q
KGL8,3,1970-07-01,q
KGM2,13.6,1970-07-01,q
KGM5,2.4,1970-07-01,q
KGM6,10.5,1970-07-01,q
KGM9,0.6,1970-07-01,q
KGN3,2.8,1970-07-01,q
KGV8,2.9,1970-07-01,q
KGV9,13.3,1970-07-01,q
KGW6,0.8,1970-07-01,q
KGW7,3.4,1970-07-01,q
KGX4,3.3,1970-07-01,q
KGX5,14.4,1970-07-01,q
KGY2,1.2,1970-07-01,q
KGY3,4.4,1970-07-01,q
KGY8,3,1970-07-01,q
KGY9,11,1970-07-01,q
KGZ6,1.5,1970-07-01,q
KGZ7,4,1970-07-01,q
KGZ9,2.5,1970-07-01,q
KH22,20.4,1970-07-01,q
KH27,0.7,1970-07-01,q
KH28,7.3,1970-07-01,q
KH2D,2.9,1970-07-01,q
KH2E,14.7,1970-07-01,q
KH2J,-0.7,1970-07-01,q
KH2K,2.8,1970-07-01,q
KH2P,0.7,1970-07-01,q
KH2Q,8.4,1970-07-01,q
KH2V,-0.9,1970-07-01,q
KH2W,-1,1970-07-01,q
KH36,8.7,1970-07-01,q
KH37,21.9,1970-07-01,q
KH3C,8.3,1970-07-01,q
KH3D,9.2,1970-07-01,q
KH3I,1.7,1970-07-01,q
KH3J,13.7,1970-07-01,q
KH3O,0.7,1970-07-01,q
KH3P,6,1970-07-01,q
KH3X,11.2,1970-07-01,q
KH3Y,27.8,1970-07-01,q
KH45,9.2,1970-07-01,q
KH46,9.3,1970-07-01,q
KH49,2.8,1970-07-01,q
KH4B,13.2,1970-07-01,q
KH4F,0.4,1970-07-01,q
KH4H,2.4,1970-07-01,q
KH4W,2.7,1970-07-01,q
KH4X,13.9,1970-07-01,q
KH54,-5,1970-07-01,q
KH55,0.2,1970-07-01,q
KH5A,3.5,1970-07-01,q
KH5B,17.9,1970-07-01,q
KH5M,59.6,1970-07-01,q
KH5N,17.2,1970-07-01,q
KH66,6.2,1970-07-01,q
KH67,9.9,1970-07-01,q
KH6A,3.1,1970-07-01,q
KH6C,13.9,1970-07-01,q
KH6G,0.7,1970-07-01,q
KH6I,3.1,1970-07-01,q
KH6O,3,1970-07-01,q
KH6P,14.5,1970-07-01,q
KH6U,4,1970-07-01,q
KH6V,14.6,1970-07-01,q
KH75,2.9,1970-07-01,q
KH76,13.7,1970-07-01,q
KH7E,2.2,1970-07-01,q
KH7F,9.6,1970-07-01,q
L8GG,6.4988,1970-07-01,q
L8GH,2.3,1970-07-01,q
L8GI,10.1,1970-07-01,q
MNE2,6.7184,1970-07-01,q
MNE4,2.2,1970-07-01,q
MNE5,9.6,1970-07-01,q
MNF2,6.6194,1970-07-01,q
MNF4,2.3,1970-07-01,q
MNF5,10.1,1970-07-01,q
MNX5,6.8192,1970-07-01,q
MNX7,2.4,1970-07-01,q
MNX8,10.5,1970-07-01,q
N3Y4,3.2,1970-07-01,q
N3Y5,13.3,1970-07-01,q
N3Y7,0.8,1970-07-01,q
N3Y8,2.8,1970-07-01,q
NHCZ,75,1970-07-01,q
NMRP,2342,1970-07-01,q
NMRY,45448,1970-07-01,q
NPJQ,0,1970-07-01,q
NPJR,0,1970-07-01,q
NPQS,3171,1970-07-01,q
NPQT,39186,1970-07-01,q
NTAB,1937,1970-07-01,q
NTAO,22689,1970-07-01,q
NTAP,1215,1970-07-01,q
VQSH,3033,1970-07-01,q
VQSJ,855,1970-07-01,q
YBEU,2.6,1970-07-01,q
YBEX,2.6,1970-07-01,q
YBEZ,34.9,1970-07-01,q
YBFR,34.5,1970-07-01,q
YBFV,7.5,1970-07-01,q
YBGB,7.3,1970-07-01,q
YBHA,14253,1970-07-01,q
YBIL,14202,1970-07-01,q
YBIM,189502,1970-07-01,q
A8L9,7.6,1970-10-01,q
A8LA,14.6,1970-10-01,q
AAXW,240,1970-10-01,q
ABJQ,8648,1970-10-01,q
ABJR,100028,1970-10-01,q
ABMF,17748,1970-10-01,q
ABMG,213833,1970-10-01,q
ABMI,196872,1970-10-01,q
ABML,13612,1970-10-01,q
ABMM,175530,1970-10-01,q
ABMZ,14874,1970-10-01,q
ACCD,120,1970-10-01,q
AUYN,26644,1970-10-01,q
AVAB,3912,1970-10-01,q
BKTL,15262,1970-10-01,q
BOKG,2230,1970-10-01,q
BOKH,2186,1970-10-01,q
BOKI,44,1970-10-01,q
BQKO,15778,1970-10-01,q
BQKQ,16282,1970-10-01,q
CAEQ,551,1970-10-01,q
CAER,2492,1970-10-01,q
CAEX,93,1970-10-01,q
CAFU,1258,1970-10-01,q
CAGQ,13556,1970-10-01,q
CAGR,174783,1970-10-01,q
CAGS,13669,1970-10-01,q
CGBV,7.8,1970-10-01,q
CGBX,1996,1970-10-01,q
CGBZ,3163,1970-10-01,q
CGCB,13148,1970-10-01,q
CGCE,35.2,1970-10-01,q
CMVL,1674,1970-10-01,q
CWNF,1.8,1970-10-01,q
CWNG,15.9,1970-10-01,q
CWNI,2.1,1970-10-01,q
CWNJ,12.7,1970-10-01,q
DBJY,2,1970-10-01,q
DJDS,-113,1970-10-01,q
DMUM,0,1970-10-01,q
DMUN,0,1970-10-01,q
DMUQ,0,1970-10-01,q
DTWL,7247,1970-10-01,q
DTWM,7989,1970-10-01,q
DTWP,742,1970-10-01,q
EBAQ,55780,1970-10-01,q
GDPQ,1,1970-10-01,q
GDPR,4.3,1970-10-01,q
GIXM,56,1970-10-01,q
GIXQ,-57,1970-10-01,q
GIXS,747,1970-10-01,q
HAYE,125,1970-10-01,q
HAYO,3441,1970-10-01,q
IHXT,265,1970-10-01,q
IHXW,3529,1970-10-01,q
IHYA,2.7,1970-10-01,q
IHYB,2.7,1970-10-01,q
IHYC,35,1970-10-01,q
IHYD,35.3,1970-10-01,q
IHYN,3.6,1970-10-01,q
IHYO,14.8,1970-10-01,q
IHYQ,0.9,1970-10-01,q
IHYR,3.7,1970-10-01,q
IHYT,2.7,1970-10-01,q
IHYU,10.7,1970-10-01,q
IKBB,942,1970-10-01,q
IKBC,853,1970-10-01,q
IKBD,89,1970-10-01,q
IKBE,12662,1970-10-01,q
IKBF,9793,1970-10-01,q
IKBH,3172,1970-10-01,q
IKBI,3039,1970-10-01,q
IKBJ,133,1970-10-01,q
IKBK,27774,1970-10-01,q
IKBL,24301,1970-10-01,q
IKBM,3473,1970-10-01,q
JJDH,-1.2,1970-10-01,q
JJDS,6.9,1970-10-01,q
JJDZ,1.3,1970-10-01,q
JJG4,6.2,1970-10-01,q
KB7D,-5,1970-10-01,q
KB7E,0,1970-10-01,q
KB7F,-5,1970-10-01,q
KB7K,0,1970-10-01,q
KB7L,0,1970-10-01,q
KB7M,5,1970-10-01,q
KB7N,0,1970-10-01,q
KB7O,0,1970-10-01,q
KB7P,0,1970-10-01,q
KB7Q,5,1970-10-01,q
KB7R,-10,1970-10-01,q
KB7S,0,1970-10-01,q
KB7T,0,1970-10-01,q
KB7U,-1,1970-10-01,q
KB7V,-14,1970-10-01,q
KB7W,0,1970-10-01,q
KB7X,-15,1970-10-01,q
KB7Y,10,1970-10-01,q
KB7Z,0,1970-10-01,q
KB82,0,1970-10-01,q
KB8E,0,1970-10-01,q
KB8G,0,1970-10-01,q
KB8H,-0.1,1970-10-01,q
KB8I,0,1970-10-01,q
KB8J,0,1970-10-01,q
KB8K,0,1970-10-01,q
KB8L,0.1,1970-10-01,q
KB8M,-0.1,1970-10-01,q
KB94,0,1970-10-01,q
KG6W,4.5,1970-10-01,q
KG76,21.6,1970-10-01,q
KG7Q,3,1970-10-01,q
KG7T,5.5,1970-10-01,q
KG9O,13.3,1970-10-01,q
KG9P,5.2,1970-10-01,q
KG9S,15.7,1970-10-01,q
KG9T,11.4,1970-10-01,q
KG9Z,4.9,1970-10-01,q
KGA2,12.9,1970-10-01,q
KGA4,9.4,1970-10-01,q
KGA5,6.6,1970-10-01,q
KGI4,2.1,1970-10-01,q
KGI5,13,1970-10-01,q
KGL8,4.4,1970-10-01,q
KGM2,15.5,1970-10-01,q
KGM5,2.7,1970-10-01,q
KGM6,11.1,1970-10-01,q
KGM9,1.7,1970-10-01,q
KGN3,3.9,1970-10-01,q
KGV8,4,1970-10-01,q
KGV9,14.5,1970-10-01,q
KGW6,1.5,1970-10-01,q
KGW7,4.1,1970-10-01,q
KGX4,2.6,1970-10-01,q
KGX5,13.7,1970-10-01,q
KGY2,-0.1,1970-10-01,q
KGY3,3.3,1970-10-01,q
KGY8,3,1970-10-01,q
KGY9,11.1,1970-10-01,q
KGZ6,-0.4,1970-10-01,q
KGZ7,3,1970-10-01,q
KGZ9,0.8,1970-10-01,q
KH22,14.7,1970-10-01,q
KH27,-2,1970-10-01,q
KH28,2.7,1970-10-01,q
KH2D,2.3,1970-10-01,q
KH2E,14.7,1970-10-01,q
KH2J,0.9,1970-10-01,q
KH2K,2.7,1970-10-01,q
KH2P,10.6,1970-10-01,q
KH2Q,18.4,1970-10-01,q
KH2V,9.6,1970-10-01,q
KH2W,7.9,1970-10-01,q
KH36,4.6,1970-10-01,q
KH37,25.1,1970-10-01,q
KH3C,2.2,1970-10-01,q
KH3D,11.1,1970-10-01,q
KH3I,6.3,1970-10-01,q
KH3J,15.8,1970-10-01,q
KH3O,4.8,1970-10-01,q
KH3P,8.9,1970-10-01,q
KH3X,9.1,1970-10-01,q
KH3Y,28.9,1970-10-01,q
KH45,4.6,1970-10-01,q
KH46,7.4,1970-10-01,q
KH49,4.3,1970-10-01,q
KH4B,14.8,1970-10-01,q
KH4F,1.6,1970-10-01,q
KH4H,3.3,1970-10-01,q
KH4W,9,1970-10-01,q
KH4X,19.6,1970-10-01,q
KH54,-4.3,1970-10-01,q
KH55,-1.4,1970-10-01,q
KH5A,10.8,1970-10-01,q
KH5B,23.5,1970-10-01,q
KH5M,60,1970-10-01,q
KH5N,76.5,1970-10-01,q
KH66,-1.5,1970-10-01,q
KH67,7,1970-10-01,q
KH6A,4.5,1970-10-01,q
KH6C,15,1970-10-01,q
KH6G,1.8,1970-10-01,q
KH6I,3.5,1970-10-01,q
KH6O,4.4,1970-10-01,q
KH6P,15.4,1970-10-01,q
KH6U,6.9,1970-10-01,q
KH6V,18.5,1970-10-01,q
KH75,3.6,1970-10-01,q
KH76,14.7,1970-10-01,q
KH7E,2.8,1970-10-01,q
KH7F,10,1970-10-01,q
L8GG,6.6716,1970-10-01,q
L8GH,2.7,1970-10-01,q
L8GI,10.7,1970-10-01,q
MNE2,6.9046,1970-10-01,q
MNE4,2.8,1970-10-01,q
MNE5,10,1970-10-01,q
MNF2,6.7955,1970-10-01,q
MNF4,2.7,1970-10-01,q
MNF5,10.7,1970-10-01,q
MNX5,7.0001,1970-10-01,q
MNX7,2.7,1970-10-01,q
MNX8,11.1,1970-10-01,q
N3Y4,3.5,1970-10-01,q
N3Y5,14.2,1970-10-01,q
N3Y7,0.8,1970-10-01,q
N3Y8,3.2,1970-10-01,q
NHCZ,120,1970-10-01,q
NMRP,2397,1970-10-01,q
NMRY,45844,1970-10-01,q
NPJQ,0,1970-10-01,q
NPJR,0,1970-10-01,q
NPQS,3313,1970-10-01,q
NPQT,40351,1970-10-01,q
NTAB,1914,1970-10-01,q
NTAO,21066,1970-10-01,q
NTAP,1153,1970-10-01,q
VQSH,3095,1970-10-01,q
VQSJ,866,1970-10-01,q
YBEU,2.6,1970-10-01,q
YBEX,2.7,1970-10-01,q
YBEZ,35.3,1970-10-01,q
YBFR,34.9,1970-10-01,q
YBFV,7.7,1970-10-01,q
YBGB,7.5,1970-10-01,q
YBHA,14765,1970-10-01,q
YBIL,14576,1970-10-01,q
YBIM,189246,1970-10-01,q
A8L9,-4.6,1971-01-01,q
A8LA,13.1,1971-01-01,q
AAXW,240,1971-01-01,q
ABJQ,8835,1971-01-01,q
ABJR,99730,1971-01-01,q
ABMF,17840,1971-01-01,q
ABMG,210977,1971-01-01,q
ABMI,195942,1971-01-01,q
ABML,13820,1971-01-01,q
ABMM,174640,1971-01-01,q
ABMZ,15102,1971-01-01,q
ACCD,1192,1971-01-01,q
AUYN,27651,1971-01-01,q
AVAB,4102,1971-01-01,q
BKTL,14562,1971-01-01,q
BOKG,2111,1971-01-01,q
BOKH,2170,1971-01-01,q
BOKI,-59,1971-01-01,q
BQKO,15539,1971-01-01,q
BQKQ,15282,1971-01-01,q
CAEQ,617,1971-01-01,q
CAER,2393,1971-01-01,q
CAEX,106,1971-01-01,q
CAFU,961,1971-01-01,q
CAGQ,13681,1971-01-01,q
CAGR,172823,1971-01-01,q
CAGS,13834,1971-01-01,q
CGBV,7.9,1971-01-01,q
CGBX,2084,1971-01-01,q
CGBZ,3158,1971-01-01,q
CGCB,13342,1971-01-01,q
CGCE,35,1971-01-01,q
CMVL,1658,1971-01-01,q
CWNF,-1.8,1971-01-01,q
CWNG,8.8,1971-01-01,q
CWNI,1.7,1971-01-01,q
CWNJ,12.1,1971-01-01,q
DBJY,0,1971-01-01,q
DJDS,-153,1971-01-01,q
DMUM,0,1971-01-01,q
DMUN,0,1971-01-01,q
DMUQ,0,1971-01-01,q
DTWL,7371,1971-01-01,q
DTWM,8100,1971-01-01,q
DTWP,729,1971-01-01,q
EBAQ,55854,1971-01-01,q
GDPQ,-0.1,1971-01-01,q
GDPR,3.2,1971-01-01,q
GIXM,139,1971-01-01,q
GIXQ,-14,1971-01-01,q
GIXS,1817,1971-01-01,q
HAYE,147,1971-01-01,q
HAYO,3386,1971-01-01,q
IHXT,268,1971-01-01,q
IHXW,3508,1971-01-01,q
IHYA,2.7,1971-01-01,q
IHYB,2.8,1971-01-01,q
IHYC,34.6,1971-01-01,q
IHYD,35,1971-01-01,q
IHYN,1.5,1971-01-01,q
IHYO,13.4,1971-01-01,q
IHYQ,-0.5,1971-01-01,q
IHYR,3.8,1971-01-01,q
IHYT,2,1971-01-01,q
IHYU,9.2,1971-01-01,q
IKBB,973,1971-01-01,q
IKBC,823,1971-01-01,q
IKBD,150,1971-01-01,q
IKBE,12527,1971-01-01,q
IKBF,9156,1971-01-01,q
IKBH,3084,1971-01-01,q
IKBI,2993,1971-01-01,q
IKBJ,91,1971-01-01,q
IKBK,26488,1971-01-01,q
IKBL,23618,1971-01-01,q
IKBM,2870,1971-01-01,q
JJDH,-0.8,1971-01-01,q
JJDS,5.2,1971-01-01,q
JJDZ,0,1971-01-01,q
JJG4,16.5,1971-01-01,q
KB7D,-4,1971-01-01,q
KB7E,0,1971-01-01,q
KB7F,-4,1971-01-01,q
KB7K,0,1971-01-01,q
KB7L,0,1971-01-01,q
KB7M,5,1971-01-01,q
KB7N,0,1971-01-01,q
KB7O,0,1971-01-01,q
KB7P,0,1971-01-01,q
KB7Q,5,1971-01-01,q
KB7R,-9,1971-01-01,q
KB7S,0,1971-01-01,q
KB7T,0,1971-01-01,q
KB7U,1,1971-01-01,q
KB7V,-14,1971-01-01,q
KB7W,0,1971-01-01,q
KB7X,-13,1971-01-01,q
KB7Y,9,1971-01-01,q
KB7Z,0,1971-01-01,q
KB82,0.1,1971-01-01,q
KB8E,0.2,1971-01-01,q
KB8G,0,1971-01-01,q
KB8H,0,1971-01-01,q
KB8I,0,1971-01-01,q
KB8J,0,1971-01-01,q
KB8K,0.1,1971-01-01,q
KB8L,0,1971-01-01,q
KB8M,0.1,1971-01-01,q
KB94,0,1971-01-01,q
KG6W,-2.7,1971-01-01,q
KG76,16.1,1971-01-01,q
KG7Q,-1.9,1971-01-01,q
KG7T,6.5,1971-01-01,q
KG9O,-5.3,1971-01-01,q
KG9P,-0.7,1971-01-01,q
KG9S,2.9,1971-01-01,q
KG9T,9.3,1971-01-01,q
KG9Z,-1.5,1971-01-01,q
KGA2,-6.1,1971-01-01,q
KGA4,7,1971-01-01,q
KGA5,-1.4,1971-01-01,q
KGI4,1.4,1971-01-01,q
KGI5,11.8,1971-01-01,q
KGL8,1.5,1971-01-01,q
KGM2,14.3,1971-01-01,q
KGM5,2,1971-01-01,q
KGM6,9.8,1971-01-01,q
KGM9,-0.5,1971-01-01,q
KGN3,4.1,1971-01-01,q
KGV8,0.5,1971-01-01,q
KGV9,12.7,1971-01-01,q
KGW6,-1.3,1971-01-01,q
KGW7,4,1971-01-01,q
KGX4,1.2,1971-01-01,q
KGX5,13.8,1971-01-01,q
KGY2,-0.6,1971-01-01,q
KGY3,4.4,1971-01-01,q
KGY8,2.2,1971-01-01,q
KGY9,11.4,1971-01-01,q
KGZ6,-0.3,1971-01-01,q
KGZ7,2.5,1971-01-01,q
KGZ9,17.6,1971-01-01,q
KH22,16.7,1971-01-01,q
KH27,-1.6,1971-01-01,q
KH28,-2.1,1971-01-01,q
KH2D,1.9,1971-01-01,q
KH2E,14.8,1971-01-01,q
KH2J,0.5,1971-01-01,q
KH2K,4.1,1971-01-01,q
KH2P,-2.8,1971-01-01,q
KH2Q,7.5,1971-01-01,q
KH2V,-4.6,1971-01-01,q
KH2W,2.1,1971-01-01,q
KH36,3.3,1971-01-01,q
KH37,19.1,1971-01-01,q
KH3C,-1.1,1971-01-01,q
KH3D,11.4,1971-01-01,q
KH3I,-1.5,1971-01-01,q
KH3J,12.6,1971-01-01,q
KH3O,-2.8,1971-01-01,q
KH3P,7.9,1971-01-01,q
KH3X,-3.5,1971-01-01,q
KH3Y,22.3,1971-01-01,q
KH45,-6.5,1971-01-01,q
KH46,11.1,1971-01-01,q
KH49,0.9,1971-01-01,q
KH4B,13.6,1971-01-01,q
KH4F,-1.1,1971-01-01,q
KH4H,3.4,1971-01-01,q
KH4W,-0.2,1971-01-01,q
KH4X,18.8,1971-01-01,q
KH54,12,1971-01-01,q
KH55,4.4,1971-01-01,q
KH5A,-4,1971-01-01,q
KH5B,17.4,1971-01-01,q
KH5M,23.3,1971-01-01,q
KH5N,410.3,1971-01-01,q
KH66,-1,1971-01-01,q
KH67,3.8,1971-01-01,q
KH6A,1.2,1971-01-01,q
KH6C,14,1971-01-01,q
KH6G,-0.9,1971-01-01,q
KH6I,3.8,1971-01-01,q
KH6O,1.5,1971-01-01,q
KH6P,14.4,1971-01-01,q
KH6U,4.4,1971-01-01,q
KH6V,18.2,1971-01-01,q
KH75,1.5,1971-01-01,q
KH76,13.2,1971-01-01,q
KH7E,1.9,1971-01-01,q
KH7F,9,1971-01-01,q
L8GG,6.8036,1971-01-01,q
L8GH,2,1971-01-01,q
L8GI,9.2,1971-01-01,q
MNE2,7.0324,1971-01-01,q
MNE4,1.9,1971-01-01,q
MNE5,9,1971-01-01,q
MNF2,6.9299,1971-01-01,q
MNF4,2,1971-01-01,q
MNF5,9.2,1971-01-01,q
MNX5,7.1433,1971-01-01,q
MNX7,2,1971-01-01,q
MNX8,9.8,1971-01-01,q
N3Y4,1.1,1971-01-01,q
N3Y5,12.6,1971-01-01,q
N3Y7,-0.6,1971-01-01,q
N3Y8,3.3,1971-01-01,q
NHCZ,148,1971-01-01,q
NMRP,2443,1971-01-01,q
NMRY,46085,1971-01-01,q
NPJQ,0,1971-01-01,q
NPJR,0,1971-01-01,q
NPQS,3225,1971-01-01,q
NPQT,39596,1971-01-01,q
NTAB,1898,1971-01-01,q
NTAO,21090,1971-01-01,q
NTAP,1166,1971-01-01,q
VQSH,3400,1971-01-01,q
VQSJ,833,1971-01-01,q
YBEU,2.7,1971-01-01,q
YBEX,2.8,1971-01-01,q
YBEZ,35.1,1971-01-01,q
YBFR,35.1,1971-01-01,q
YBFV,7.8,1971-01-01,q
YBGB,7.6,1971-01-01,q
YBHA,14986,1971-01-01,q
YBIL,14756,1971-01-01,q
YBIM,188102,1971-01-01,q
A8L9,5.6,1971-04-01,q
A8LA,12.2,1971-04-01,q
AAXW,236,1971-04-01,q
ABJQ,9224,1971-04-01,q
ABJR,102001,1971-04-01,q
ABMF,18655,1971-04-01,q
ABMG,217191,1971-04-01,q
ABMI,199456,1971-04-01,q
ABML,14292,1971-04-01,q
ABMM,177531,1971-04-01,q
ABMZ,15618,1971-04-01,q
ACCD,188,1971-04-01,q
AUYN,28484,1971-04-01,q
AVAB,4074,1971-04-01,q
BKTL,15382,1971-04-01,q
BOKG,2333,1971-04-01,q
BOKH,2307,1971-04-01,q
BOKI,26,1971-04-01,q
BQKO,16043,1971-04-01,q
BQKQ,16704,1971-04-01,q
CAEQ,604,1971-04-01,q
CAER,2469,1971-04-01,q
CAEX,-44,1971-04-01,q
CAFU,-740,1971-04-01,q
CAGQ,14293,1971-04-01,q
CAGR,177544,1971-04-01,q
CAGS,14149,1971-04-01,q
CGBV,8.1,1971-04-01,q
CGBX,2142,1971-04-01,q
CGBZ,3223,1971-04-01,q
CGCB,13644,1971-04-01,q
CGCE,35.6,1971-04-01,q
CMVL,1710,1971-04-01,q
CWNF,7.8,1971-04-01,q
CWNG,12.9,1971-04-01,q
CWNI,1.7,1971-04-01,q
CWNJ,8.4,1971-04-01,q
DBJY,0,1971-04-01,q
DJDS,144,1971-04-01,q
DMUM,0,1971-04-01,q
DMUN,0,1971-04-01,q
DMUQ,0,1971-04-01,q
DTWL,7493,1971-04-01,q
DTWM,8279,1971-04-01,q
DTWP,786,1971-04-01,q
EBAQ,55928,1971-04-01,q
GDPQ,1.9,1971-04-01,q
GDPR,3.9,1971-04-01,q
GIXM,-1,1971-04-01,q
GIXQ,143,1971-04-01,q
GIXS,-13,1971-04-01,q
HAYE,135,1971-04-01,q
HAYO,3451,1971-04-01,q
IHXT,277,1971-04-01,q
IHXW,3566,1971-04-01,q
IHYA,2.9,1971-04-01,q
IHYB,2.8,1971-04-01,q
IHYC,35.6,1971-04-01,q
IHYD,35.2,1971-04-01,q
IHYN,3.4,1971-04-01,q
IHYO,12.3,1971-04-01,q
IHYQ,1.8,1971-04-01,q
IHYR,3.2,1971-04-01,q
IHYT,1.6,1971-04-01,q
IHYU,8.8,1971-04-01,q
IKBB,991,1971-04-01,q
IKBC,850,1971-04-01,q
IKBD,141,1971-04-01,q
IKBE,12745,1971-04-01,q
IKBF,9667,1971-04-01,q
IKBH,3324,1971-04-01,q
IKBI,3157,1971-04-01,q
IKBJ,167,1971-04-01,q
IKBK,28331,1971-04-01,q
IKBL,24537,1971-04-01,q
IKBM,3794,1971-04-01,q
JJDH,2.5,1971-04-01,q
JJDS,6.5,1971-04-01,q
JJDZ,-1.7,1971-04-01,q
JJG4,3.5,1971-04-01,q
KB7D,-5,1971-04-01,q
KB7E,0,1971-04-01,q
KB7F,-5,1971-04-01,q
KB7K,0,1971-04-01,q
KB7L,0,1971-04-01,q
KB7M,5,1971-04-01,q
KB7N,0,1971-04-01,q
KB7O,0,1971-04-01,q
KB7P,0,1971-04-01,q
KB7Q,5,1971-04-01,q
KB7R,-10,1971-04-01,q
KB7S,0,1971-04-01,q
KB7T,0,1971-04-01,q
KB7U,-1,1971-04-01,q
KB7V,-14,1971-04-01,q
KB7W,0,1971-04-01,q
KB7X,-15,1971-04-01,q
KB7Y,10,1971-04-01,q
KB7Z,0,1971-04-01,q
KB82,0,1971-04-01,q
KB8E,0,1971-04-01,q
KB8G,0.1,1971-04-01,q
KB8H,0.1,1971-04-01,q
KB8I,0.1,1971-04-01,q
KB8J,0,1971-04-01,q
KB8K,0,1971-04-01,q
KB8L,0,1971-04-01,q
KB8M,0,1971-04-01,q
KB94,0,1971-04-01,q
KG6W,6.1,1971-04-01,q
KG76,11.2,1971-04-01,q
KG7Q,4.9,1971-04-01,q
KG7T,7.2,1971-04-01,q
