code,name,unit,preunit
J24D,RSI:Year to date index:Electrical household appliance stores:All Business,NA,NA
J3L2,RSI:All retail ex fuelAll Business:VAL NSA:% change on same month a year ago,%,NA
J3L3,RSI:All retail ex fuel:Large Business:VAL NSA:% change on same month a year ago,%,NA
J3L4,RSI:All retail ex fuel:Small Business:VAL NSA:% change on same month a year ago,%,NA
J3LI,RSI:Year to date index:All retail ex fuel:All Business,NA,NA
J3LJ,RSI:Year to date index:All retail ex fuel:Large Business,NA,NA
J3LK,RSI:Year to date index:All retail ex fuel:Small Business,NA,NA
J3MK,RSI:All retail ex fuel:All Business:VAL SA:% change on same month a year ago,%,NA
J3TJ,RSI: Implied deflator:47.3:Automotive fuel - month on previous month%,%,NA
J3TU,RSI:Implied deflator:AGG21X:All retail ex fuel - month on previous month%,%,NA
J3TV,RSI:Automotive fuel:All Business:VOL NSA:% change on same month a year ago,%,NA
J3U3,RSI:Retail of electrical household appliances (vol nsa):All Business %,%,NA
J3UU,RSI:All retail ex fuel:All Business:VOL NSA:% change on same month a year ago,%,NA
J3UV,RSI:All retail ex fuel:Large Business:VOL NSA:% change on same month a year ago,%,NA
J3UW,RSI:All retail ex fuel:Small Business:VOL NSA:% change on same month a year ago,%,NA
J3UX,RSI:Implied deflator:47.3:Automotive fuel - year on year%,%,NA
J3VA,RSI: Implied deflator:AGG21X:All retail ex fuel - year on year%,%,NA
J43H,RSI:Value Not seasonally Adjusted:Automotive fuel:All Business Index,NA,NA
J43J,RSI:Retail of electrical household appliances (val nsa):All Business Index,NA,NA
J43S,RSI:Value Not seasonally Adjusted:All Retailers ex fuel:All Business Index,NA,NA
J43T,RSI:Value Not seasonally Adjusted:All Retailers ex fuel:Large Business Index,NA,NA
J43U,RSI:Value Not seasonally Adjusted:All Retailers ex fuel:Small Business Index,NA,NA
J43V,RSI:Volume Not seasonally Adjusted:Automotive fuel:All Business Index,NA,NA
J43X,RSI:Retail of electrical household appliances (vol nsa):All Business Index,NA,NA
J448,RSI:Volume Not seasonally Adjusted:All Retailers ex fuel:All Business Index,NA,NA
J449,RSI:Volume Not seasonally Adjusted:All Retailers ex fuel:Large Business Index,NA,NA
J44A,RSI:Volume Not seasonally Adjusted:All Retailers ex fuel:Small Business Index,NA,NA
J44B,RSI:Year to date % change:Automotive fuel:All Business,%,NA
J44H,RSI:Year to date % change:Electrical household appliance stores:All Business,%,NA
J45A,RSI:Year to date % change:All retail ex fuel:All Business,%,NA
J45B,RSI:Year to date % change:All retail ex fuel:Large Business,%,NA
J45C,RSI:Year to date % change:All retail ex fuel:Small Business,%,NA
J45J,RSI:All retail ex fuel:All Business:VAL NSA:Rolling 3m on same 3m a year ago %,%,NA
J45K,RSI:Rolling 3mnth on prev 3mnth %change:All Business All retail inc fuel VAL SA,%,NA
J45L,RSI:All retail ex fuel:All Business:VAL SA:Rolling 3m on same 3m a year ago %,%,NA
J45Q,RSI:All retail ex fuel:All Business:VOL NSA:Rolling 3m on same 3m a year ago %,%,NA
J45R,RSI:Rolling 3mnth on prev 3mnth %change:All Business All retail exl fuel VOL SA,%,NA
J45S,RSI:All retail ex fuel:All Business:VOL SA:Rolling 3m on same 3m a year ago %,%,NA
J45U,RSI:All retail ex fuel:All Business:VOL SA:% change on same month a year ago,%,NA
J45W,RSI:Month on prev month % change:All Business All retail ex fuel VOL SA,%,NA
J45X,RSI:Month on prev month % change:All Business All retail ex fuel VAL SA,%,NA
J467,RSI:Volume Seasonally Adjusted:All Retailers ex fuel:All Business Index,"Index, base year = 100",NA
J468,RSI:Value Seasonally Adjusted:All Retailers ex fuel:All Business Index,"Index, base year = 100",NA
J4DH,RSI:Retail of audio visual recordings and equipment (val nsa):All Business %,%,NA
